Log start on,2018-05-30 09:51:32
30/05/2018 09:51:51.725,19631,BM2V220 @30364D,41324,CAF24E005701,-338.2,7.8,34.3,
30/05/2018 09:51:51.774,19680,BM2V220 @30364D,41330,1B000F00E1FE,2.7,1.5,-28.7,
30/05/2018 09:51:51.823,19729,BM2V220 @30364D,41337,8D085401CE01,218.9,34.0,46.2,
30/05/2018 09:51:51.872,19778,BM2V220 @30364D,41343,060683FEA9FD,154.2,-38.1,-59.9,
30/05/2018 09:51:51.920,19826,BM2V220 @30364D,41349,AEFFD50056FF,-8.2,21.3,-17.0,
30/05/2018 09:51:51.969,19875,BM2V220 @30364D,41355,7EFF8000B0FF,-13.0,12.8,-8.0,
30/05/2018 09:51:52.018,19924,BM2V220 @30364D,41362,F1FF10000B00,-1.5,1.6,1.1,
30/05/2018 09:51:52.066,19972,BM2V220 @30364D,41368,F1FF10000F00,-1.5,1.6,1.5,
30/05/2018 09:51:52.115,20021,BM2V220 @30364D,41374,DDFF3F00D6FF,-3.5,6.3,-4.2,
30/05/2018 09:51:52.164,20070,BM2V220 @30364D,41380,DDFF3700C5FF,-3.5,5.5,-5.9,
30/05/2018 09:51:52.213,20119,BM2V220 @30364D,41387,EBFF2E00B6FF,-2.1,4.6,-7.4,
30/05/2018 09:51:52.262,20168,BM2V220 @30364D,41393,38001800B1FF,5.6,2.4,-7.9,
30/05/2018 09:51:52.310,20216,BM2V220 @30364D,41399,500144FF0000,33.6,-18.8,0.0,
30/05/2018 09:51:52.409,20315,BM2V220 @30364D,41405,7E0449FD4900,115.0,-69.5,7.3,
30/05/2018 09:51:52.409,20315,BM2V220 @30364D,41412,250CF5FCB0FE,310.9,-77.9,-33.6,
30/05/2018 09:51:52.458,20364,BM2V220 @30364D,41418,061792FC65FA,589.4,-87.8,-143.5,
30/05/2018 09:51:52.506,20412,BM2V220 @30364D,41424,C40D36FE2EFB,352.4,-45.8,-123.4,
30/05/2018 09:51:52.603,20509,BM2V220 @30364D,41430,ABFDA3FFFDFC,-59.7,-9.3,-77.1,
30/05/2018 09:51:52.651,20557,BM2V220 @30364D,41437,B7FA2B022A00,-135.3,55.5,4.2,
30/05/2018 09:51:52.700,20606,BM2V220 @30364D,41443,35F86E020F03,-199.5,62.2,78.3,
30/05/2018 09:51:52.749,20655,BM2V220 @30364D,41449,F3F4BB028203,-282.9,69.9,89.8,
30/05/2018 09:51:52.797,20703,BM2V220 @30364D,41455,B4F2A902D502,-340.4,68.1,72.5,
30/05/2018 09:51:52.846,20752,BM2V220 @30364D,41462,27F1CC02BE02,-380.1,71.6,70.2,
30/05/2018 09:51:52.895,20801,BM2V220 @30364D,41468,32F055027C03,-404.6,59.7,89.2,
30/05/2018 09:51:52.944,20850,BM2V220 @30364D,41474,0AFA39F61E04,-152.6,-250.3,105.4,
30/05/2018 09:51:52.993,20899,BM2V220 @30364D,41480,B109C20593FA,248.1,147.4,-138.9,
30/05/2018 09:51:53.041,20947,BM2V220 @30364D,41487,280C21FDFC02,311.2,-73.5,76.4,
30/05/2018 09:51:53.091,20997,BM2V220 @30364D,41493,180176012EFE,28.0,37.4,-46.6,
30/05/2018 09:51:53.139,21045,BM2V220 @30364D,41499,42FFE4004AFF,-19.0,22.8,-18.2,
30/05/2018 09:51:53.188,21094,BM2V220 @30364D,41505,B6FF5E00CDFF,-7.4,9.4,-5.1,
30/05/2018 09:51:53.236,21142,BM2V220 @30364D,41512,D1FF1E00EBFF,-4.7,3.0,-2.1,
30/05/2018 09:51:53.334,21240,BM2V220 @30364D,41518,E5FF3700DBFF,-2.7,5.5,-3.7,
30/05/2018 09:51:53.335,21241,BM2V220 @30364D,41524,F2FF2A00D9FF,-1.4,4.2,-3.9,
30/05/2018 09:51:53.383,21289,BM2V220 @30364D,41530,EDFF5000BCFF,-1.9,8.0,-6.8,
30/05/2018 09:51:53.431,21337,BM2V220 @30364D,41537,20002400C1FF,3.2,3.6,-6.3,
30/05/2018 09:51:53.480,21386,BM2V220 @30364D,41543,050192FFE1FF,26.1,-11.0,-3.1,
30/05/2018 09:51:53.529,21435,BM2V220 @30364D,41549,6E03C6FD5F00,87.8,-57.0,9.5,
30/05/2018 09:51:53.578,21483,BM2V220 @30364D,41555,1F0972FCEBFF,233.5,-91.0,-2.1,
30/05/2018 09:51:53.626,21532,BM2V220 @30364D,41562,EE14DEFD92FB,535.8,-54.6,-113.4,
30/05/2018 09:51:53.725,21631,BM2V220 @30364D,41574,5F0474FE9BFC,111.9,-39.6,-86.9,
30/05/2018 09:51:53.725,21631,BM2V220 @30364D,41568,710F79FFD7F9,395.3,-13.5,-157.7,
30/05/2018 09:51:53.773,21679,BM2V220 @30364D,41580,F6FB74036EFF,-103.4,88.4,-14.6,
30/05/2018 09:51:53.822,21728,BM2V220 @30364D,41587,ACFADC02EF01,-136.4,73.2,49.5,
30/05/2018 09:51:53.922,21828,BM2V220 @30364D,41599,E3F38A042E03,-310.1,116.2,81.4,
30/05/2018 09:51:53.922,21828,BM2V220 @30364D,41593,68F64D042203,-245.6,110.1,80.2,
30/05/2018 09:51:53.968,21874,BM2V220 @30364D,41605,E9F193047803,-360.7,117.1,88.8,
30/05/2018 09:51:54.016,21922,BM2V220 @30364D,41612,CAF07504F504,-389.4,114.1,126.9,
30/05/2018 09:51:54.065,21971,BM2V220 @30364D,41618,2AF542F6F806,-277.4,-249.4,178.4,
30/05/2018 09:51:54.114,22020,BM2V220 @30364D,41624,5B020603CF00,60.3,77.4,20.7,
30/05/2018 09:51:54.162,22068,BM2V220 @30364D,41630,F608C401DAFE,229.4,45.2,-29.4,
30/05/2018 09:51:54.212,22118,BM2V220 @30364D,41637,05065CFEE3FC,154.1,-42.0,-79.7,
30/05/2018 09:51:54.261,22167,BM2V220 @30364D,41643,54FFED0039FF,-17.2,23.7,-19.9,
30/05/2018 09:51:54.309,22215,BM2V220 @30364D,41649,9AFF6D00D6FF,-10.2,10.9,-4.2,
30/05/2018 09:51:54.358,22264,BM2V220 @30364D,41655,F2FF1C00F9FF,-1.4,2.8,-0.7,
30/05/2018 09:51:54.406,22312,BM2V220 @30364D,41662,080010000400,0.8,1.6,0.4,
30/05/2018 09:51:54.455,22361,BM2V220 @30364D,41668,09001000F9FF,0.9,1.6,-0.7,
30/05/2018 09:51:54.553,22459,BM2V220 @30364D,41674,F7FF2D00D9FF,-0.9,4.5,-3.9,
30/05/2018 09:51:54.601,22507,BM2V220 @30364D,41680,FEFF3400C6FF,-0.2,5.2,-5.8,
30/05/2018 09:51:54.651,22557,BM2V220 @30364D,41687,4B000200CFFF,7.5,0.2,-4.9,
30/05/2018 09:51:54.699,22605,BM2V220 @30364D,41693,C901F1FE2800,45.7,-27.1,4.0,
30/05/2018 09:51:54.747,22653,BM2V220 @30364D,41699,2D0446FDD500,106.9,-69.8,21.3,
30/05/2018 09:51:54.796,22702,BM2V220 @30364D,41705,B1091DFDB8FF,248.1,-73.9,-7.2,
30/05/2018 09:51:54.845,22751,BM2V220 @30364D,41712,29141BFD08FC,516.1,-74.1,-101.6,
30/05/2018 09:51:54.894,22800,BM2V220 @30364D,41718,A91061FE3BFA,426.5,-41.5,-147.7,
30/05/2018 09:51:54.942,22848,BM2V220 @30364D,41724,BA03B8FFC4FC,95.4,-7.2,-82.8,
30/05/2018 09:51:54.991,22897,BM2V220 @30364D,41730,49FC7704ABFE,-95.1,114.3,-34.1,
30/05/2018 09:51:55.040,22946,BM2V220 @30364D,41737,63FA0E04A900,-143.7,103.8,16.9,
30/05/2018 09:51:55.089,22995,BM2V220 @30364D,41743,56F71105C401,-221.8,129.7,45.2,
30/05/2018 09:51:55.138,23044,BM2V220 @30364D,41749,5BF415055A02,-298.1,130.1,60.2,
30/05/2018 09:51:55.186,23092,BM2V220 @30364D,41755,60F2A3044303,-348.8,118.7,83.5,
30/05/2018 09:51:55.235,23141,BM2V220 @30364D,41762,4CF1C804CD04,-376.4,122.4,122.9,
30/05/2018 09:51:55.284,23190,BM2V220 @30364D,41768,12F382FBE504,-331.0,-115.0,125.3,
30/05/2018 09:51:55.333,23239,BM2V220 @30364D,41774,8800A70257FF,13.6,67.9,-16.9,
30/05/2018 09:51:55.381,23287,BM2V220 @30364D,41780,A608F6022BFE,221.4,75.8,-46.9,
30/05/2018 09:51:55.430,23336,BM2V220 @30364D,41787,010870FC1EFD,204.9,-91.2,-73.8,
30/05/2018 09:51:55.479,23385,BM2V220 @30364D,41793,0F00CB0040FF,1.5,20.3,-19.2,
30/05/2018 09:51:55.528,23434,BM2V220 @30364D,41799,82FF9E008BFF,-12.6,15.8,-11.7,
30/05/2018 09:51:55.576,23482,BM2V220 @30364D,41805,E2FF2D00D8FF,-3.0,4.5,-4.0,
30/05/2018 09:51:55.625,23531,BM2V220 @30364D,41812,EEFF3800DDFF,-1.8,5.6,-3.5,
30/05/2018 09:51:55.674,23580,BM2V220 @30364D,41818,FDFF1F00E6FF,-0.3,3.1,-2.6,
30/05/2018 09:51:55.723,23629,BM2V220 @30364D,41824,08001F00E0FF,0.8,3.1,-3.2,
30/05/2018 09:51:55.771,23677,BM2V220 @30364D,41830,2E002A00D2FF,4.6,4.2,-4.6,
30/05/2018 09:51:55.820,23726,BM2V220 @30364D,41837,BE00B9FFDDFF,19.0,-7.1,-3.5,
30/05/2018 09:51:55.869,23775,BM2V220 @30364D,41843,CD01FBFE1600,46.1,-26.1,2.2,
30/05/2018 09:51:55.917,23823,BM2V220 @30364D,41849,6E0552FD5D00,139.0,-68.6,9.3,
30/05/2018 09:51:55.966,23872,BM2V220 @30364D,41855,AE0DC4FD01FE,350.2,-57.2,-51.1,
30/05/2018 09:51:56.015,23921,BM2V220 @30364D,41862,C71655FDA2F9,583.1,-68.3,-163.0,
30/05/2018 09:51:56.162,24068,BM2V220 @30364D,41868,950DE7008EF9,347.7,23.1,-165.0,
30/05/2018 09:51:56.162,24068,BM2V220 @30364D,41874,FCFCCB0169FF,-77.2,45.9,-15.1,
30/05/2018 09:51:56.166,24072,BM2V220 @30364D,41880,B0FB4B045101,-110.4,109.9,33.7,
30/05/2018 09:51:56.210,24116,BM2V220 @30364D,41887,0EF8DB032802,-203.4,98.7,55.2,
30/05/2018 09:51:56.259,24165,BM2V220 @30364D,41893,E8F47F03AA02,-284.0,89.5,68.2,
30/05/2018 09:51:56.308,24214,BM2V220 @30364D,41899,3EF27003C202,-352.2,88.0,70.6,
30/05/2018 09:51:56.356,24262,BM2V220 @30364D,41905,30F14203B803,-379.2,83.4,95.2,
30/05/2018 09:51:56.405,24311,BM2V220 @30364D,41912,4AF08102CB03,-402.2,64.1,97.1,
30/05/2018 09:51:56.503,24409,BM2V220 @30364D,41918,6FF707F40A04,-219.3,-306.5,103.4,
30/05/2018 09:51:56.552,24458,BM2V220 @30364D,41924,F009EB0586F7,254.4,151.5,-217.0,
30/05/2018 09:51:56.600,24506,BM2V220 @30364D,41930,BE0CE8FD7D02,326.2,-53.6,63.7,
30/05/2018 09:51:56.649,24555,BM2V220 @30364D,41937,1F028F0107FF,54.3,39.9,-24.9,
30/05/2018 09:51:56.697,24603,BM2V220 @30364D,41943,36FFBA005DFF,-20.2,18.6,-16.3,
30/05/2018 09:51:56.746,24652,BM2V220 @30364D,41949,D9FF3300EBFF,-3.9,5.1,-2.1,
30/05/2018 09:51:56.795,24701,BM2V220 @30364D,41955,EDFF1700F9FF,-1.9,2.3,-0.7,
30/05/2018 09:51:56.844,24750,BM2V220 @30364D,41962,00002300F8FF,0.0,3.5,-0.8,
30/05/2018 09:51:56.942,24848,BM2V220 @30364D,41968,05001B00F4FF,0.5,2.7,-1.2,
30/05/2018 09:51:56.942,24848,BM2V220 @30364D,41974,E7FF6200B7FF,-2.5,9.8,-7.3,
30/05/2018 09:51:56.991,24897,BM2V220 @30364D,41980,1D003C00A8FF,2.9,6.0,-8.8,
30/05/2018 09:51:57.041,24947,BM2V220 @30364D,41987,CB00E0FF8CFF,20.3,-3.2,-11.6,
30/05/2018 09:51:57.088,24994,BM2V220 @30364D,41993,4902A3FE4200,58.5,-34.9,6.6,
30/05/2018 09:51:57.136,25042,BM2V220 @30364D,41999,6F0531FD3B00,139.1,-71.9,5.9,
30/05/2018 09:51:57.186,25092,BM2V220 @30364D,42005,971012FE1EFD,424.7,-49.4,-73.8,
30/05/2018 09:51:57.234,25140,BM2V220 @30364D,42012,7D1439FDD9F9,524.5,-71.1,-157.5,
30/05/2018 09:51:57.283,25189,BM2V220 @30364D,42018,0A0B38FE13FB,282.6,-45.6,-126.1,
30/05/2018 09:51:57.332,25238,BM2V220 @30364D,42024,BBFCD200B5FD,-83.7,21.0,-58.7,
30/05/2018 09:51:57.380,25286,BM2V220 @30364D,42030,24FA54026102,-150.0,59.6,60.9,
30/05/2018 09:51:57.429,25335,BM2V220 @30364D,42037,6EF73C02AE03,-219.4,57.2,94.2,
30/05/2018 09:51:57.478,25384,BM2V220 @30364D,42043,5CF47C02A103,-298.0,63.6,92.9,
30/05/2018 09:51:57.526,25432,BM2V220 @30364D,42049,D3F101020603,-362.9,51.3,77.4,
30/05/2018 09:51:57.575,25481,BM2V220 @30364D,42055,A5F090028703,-393.1,65.6,90.3,
30/05/2018 09:51:57.624,25530,BM2V220 @30364D,42062,07F13DFF9203,-383.3,-19.5,91.4,
30/05/2018 09:51:57.672,25578,BM2V220 @30364D,42068,14FC20FBBD00,-100.4,-124.8,18.9,
30/05/2018 09:51:57.721,25627,BM2V220 @30364D,42074,B20A6A09DEF8,273.8,241.0,-182.6,
30/05/2018 09:51:57.770,25676,BM2V220 @30364D,42080,2308FFFD2EFE,208.3,-51.3,-46.6,
30/05/2018 09:51:57.819,25725,BM2V220 @30364D,42087,CAFFA700F6FE,-5.4,16.7,-26.6,
30/05/2018 09:51:57.867,25773,BM2V220 @30364D,42093,26FFC4005EFF,-21.8,19.6,-16.2,
30/05/2018 09:51:57.916,25822,BM2V220 @30364D,42099,C8FF3900DBFF,-5.6,5.7,-3.7,
30/05/2018 09:51:57.965,25871,BM2V220 @30364D,42105,DBFF2400D8FF,-3.7,3.6,-4.0,
30/05/2018 09:51:58.014,25920,BM2V220 @30364D,42112,F0FF2A00D0FF,-1.6,4.2,-4.8,
30/05/2018 09:51:58.063,25969,BM2V220 @30364D,42118,14000600F1FF,2.0,0.6,-1.5,
30/05/2018 09:51:58.112,26018,BM2V220 @30364D,42124,1C002800DBFF,2.8,4.0,-3.7,
30/05/2018 09:51:58.160,26066,BM2V220 @30364D,42130,5D00FAFFF1FF,9.3,-0.6,-1.5,
30/05/2018 09:51:58.209,26115,BM2V220 @30364D,42137,DB0095FFFDFF,21.9,-10.7,-0.3,
30/05/2018 09:51:58.258,26164,BM2V220 @30364D,42143,FB01B7FE4E00,50.7,-32.9,7.8,
30/05/2018 09:51:58.306,26212,BM2V220 @30364D,42149,040554FD4400,128.4,-68.4,6.8,
30/05/2018 09:51:58.405,26311,BM2V220 @30364D,42155,850FABFD0BFE,397.3,-59.7,-50.1,
30/05/2018 09:51:58.453,26359,BM2V220 @30364D,42162,2C153BFCEBFA,542.0,-96.5,-130.1,
30/05/2018 09:51:58.501,26407,BM2V220 @30364D,42168,1B0BAAFDA7FB,284.3,-59.8,-111.3,
30/05/2018 09:51:58.550,26456,BM2V220 @30364D,42174,EAFDF2FFB8FD,-53.4,-1.4,-58.4,
30/05/2018 09:51:58.599,26505,BM2V220 @30364D,42180,ABFA6102E700,-136.5,60.9,23.1,
30/05/2018 09:51:58.648,26554,BM2V220 @30364D,42187,BFF70102AA02,-211.3,51.3,68.2,
30/05/2018 09:51:58.696,26602,BM2V220 @30364D,42193,90F4F5010A03,-292.8,50.1,77.8,
30/05/2018 09:51:58.745,26651,BM2V220 @30364D,42199,83F21801B902,-345.3,28.0,69.7,
30/05/2018 09:51:58.794,26700,BM2V220 @30364D,42205,5EF1F9014803,-374.6,50.5,84.0,
30/05/2018 09:51:58.842,26748,BM2V220 @30364D,42212,31F1F7010904,-379.1,50.3,103.3,
30/05/2018 09:51:58.891,26797,BM2V220 @30364D,42218,F9F7EFF7BB01,-205.5,-206.5,44.3,
30/05/2018 09:51:58.941,26847,BM2V220 @30364D,42224,6205D30262FA,137.8,72.3,-143.8,
30/05/2018 09:51:59.037,26943,BM2V220 @30364D,42230,820AE1FEAC04,269.0,-28.7,119.6,
30/05/2018 09:51:59.037,26943,BM2V220 @30364D,42237,A604C4FF24FE,119.0,-6.0,-47.6,
30/05/2018 09:51:59.086,26992,BM2V220 @30364D,42243,A6FF9E0071FF,-9.0,15.8,-14.3,
30/05/2018 09:51:59.185,27091,BM2V220 @30364D,42255,DBFF2000F1FF,-3.7,3.2,-1.5,
30/05/2018 09:51:59.185,27091,BM2V220 @30364D,42249,6BFF7900A8FF,-14.9,12.1,-8.8,
30/05/2018 09:51:59.232,27138,BM2V220 @30364D,42262,E2FF2500EBFF,-3.0,3.7,-2.1,
30/05/2018 09:51:59.281,27187,BM2V220 @30364D,42268,F5FF2900EDFF,-1.1,4.1,-1.9,
30/05/2018 09:51:59.330,27236,BM2V220 @30364D,42274,01001200F7FF,0.1,1.8,-0.9,
30/05/2018 09:51:59.428,27334,BM2V220 @30364D,42280,EFFF2B00DAFF,-1.7,4.3,-3.8,
30/05/2018 09:51:59.429,27335,BM2V220 @30364D,42287,F5FF2D00D6FF,-1.1,4.5,-4.2,
30/05/2018 09:51:59.525,27431,BM2V220 @30364D,42293,1C001300E4FF,2.8,1.9,-2.8,
30/05/2018 09:51:59.526,27432,BM2V220 @30364D,42299,9300BAFF1900,14.7,-7.0,2.5,
30/05/2018 09:51:59.574,27480,BM2V220 @30364D,42305,1802B3FE1C00,53.6,-33.3,2.8,
30/05/2018 09:51:59.672,27578,BM2V220 @30364D,42312,D40754FC3A00,200.4,-94.0,5.8,
30/05/2018 09:51:59.672,27578,BM2V220 @30364D,42318,5013FBFB76FE,494.4,-102.9,-39.4,
30/05/2018 09:51:59.720,27626,BM2V220 @30364D,42324,A610BAFB50FB,426.2,-109.4,-120.0,
30/05/2018 09:51:59.818,27724,BM2V220 @30364D,42330,F80367FD46FC,101.6,-66.5,-95.4,
30/05/2018 09:51:59.819,27725,BM2V220 @30364D,42337,EEFCCA0013FD,-78.6,20.2,-74.9,
30/05/2018 09:51:59.867,27773,BM2V220 @30364D,42343,06FBC4013401,-127.4,45.2,30.8,
30/05/2018 09:51:59.916,27822,BM2V220 @30364D,42349,22F75102B603,-227.0,59.3,95.0,
30/05/2018 09:52:00.013,27919,BM2V220 @30364D,42355,00F429029703,-307.2,55.3,91.9,
30/05/2018 09:52:00.014,27920,BM2V220 @30364D,42362,61F62500F801,-246.3,3.7,50.4,
30/05/2018 09:52:00.062,27968,BM2V220 @30364D,42368,89F3EE01EC01,-319.1,49.4,49.2,
30/05/2018 09:52:00.159,28065,BM2V220 @30364D,42374,77F50FFC5403,-269.7,-100.9,85.2,
30/05/2018 09:52:00.160,28066,BM2V220 @30364D,42380,2EFB56FD6E00,-123.4,-68.2,11.0,
30/05/2018 09:52:00.209,28115,BM2V220 @30364D,42387,0404110388FD,102.8,78.5,-63.2,
30/05/2018 09:52:00.306,28212,BM2V220 @30364D,42393,3C051E0453FE,134.0,105.4,-42.9,
30/05/2018 09:52:00.306,28212,BM2V220 @30364D,42399,65078D008AFE,189.3,14.1,-37.4,
30/05/2018 09:52:00.354,28260,BM2V220 @30364D,42405,EBFF47002EFF,-2.1,7.1,-21.0,
30/05/2018 09:52:00.452,28358,BM2V220 @30364D,42412,41FF9A0029FF,-19.1,15.4,-21.5,
30/05/2018 09:52:00.500,28406,BM2V220 @30364D,42418,68FF7D0099FF,-15.2,12.5,-10.3,
30/05/2018 09:52:00.550,28456,BM2V220 @30364D,42424,DFFF3A00E4FF,-3.3,5.8,-2.8,
30/05/2018 09:52:00.648,28554,BM2V220 @30364D,42437,FCFF1500FBFF,-0.4,2.1,-0.5,
30/05/2018 09:52:00.647,28553,BM2V220 @30364D,42430,DEFF3300E0FF,-3.4,5.1,-3.2,
30/05/2018 09:52:00.695,28601,BM2V220 @30364D,42443,E7FF2400EBFF,-2.5,3.6,-2.1,
30/05/2018 09:52:00.793,28699,BM2V220 @30364D,42455,F3FF2400F2FF,-1.3,3.6,-1.4,
30/05/2018 09:52:00.793,28699,BM2V220 @30364D,42449,F0FF2400F2FF,-1.6,3.6,-1.4,
30/05/2018 09:52:00.841,28747,BM2V220 @30364D,42462,1900FCFF1000,2.5,-0.4,1.6,
30/05/2018 09:52:00.939,28845,BM2V220 @30364D,42468,1300FCFF0E00,1.9,-0.4,1.4,
30/05/2018 09:52:00.940,28846,BM2V220 @30364D,42474,150000000B00,2.1,0.0,1.1,
30/05/2018 09:52:00.988,28894,BM2V220 @30364D,42480,2100FDFF0E00,3.3,-0.3,1.4,
30/05/2018 09:52:01.036,28942,BM2V220 @30364D,42487,EEFF2200F2FF,-1.8,3.4,-1.4,
30/05/2018 09:52:01.135,29041,BM2V220 @30364D,42499,07001300FAFF,0.7,1.9,-0.6,
30/05/2018 09:52:01.135,29041,BM2V220 @30364D,42493,FEFF1500FEFF,-0.2,2.1,-0.2,
30/05/2018 09:52:01.182,29088,BM2V220 @30364D,42505,F4FF1F00F5FF,-1.2,3.1,-1.1,
30/05/2018 09:52:01.281,29187,BM2V220 @30364D,42512,F6FF15000200,-1.0,2.1,0.2,
30/05/2018 09:52:01.281,29187,BM2V220 @30364D,42518,FAFF15000000,-0.6,2.1,0.0,
